ID,confidence_score,ligand_iptm,affinity_pred_value,affinity_pred_value1,affinity_pred_value2,affinity_probability_binary,affinity_probability_binary1,affinity_probability_binary2,SMILES
Z104478032,0.7751855254173279,0.883382260799408,2.6514525413513184,3.2211685180664062,2.0817365646362305,0.11927549540996552,0.03681757673621178,0.20173341035842896,OCC=1C=CC(Cl)=CC1
Z104478044,0.7284871935844421,0.8320214748382568,0.7135109305381775,0.3377145826816559,1.0893073081970215,0.05322987586259842,0.03338366001844406,0.07307609170675278,O=C(O)CCC1CCCC1
Z104478452,0.7409574389457703,0.8945398330688477,2.2640538215637207,1.602569341659546,2.9255380630493164,0.1276254504919052,0.11397208273410797,0.14127881824970245,COC=1C=CC(=CC1OC)C(=O)O
Z104478474,0.7252438068389893,0.733570396900177,2.1745691299438477,2.4252357482910156,1.9239023923873901,0.13892927765846252,0.07883034646511078,0.19902822375297546,CCC=1C=CC(=CC1)C(=O)O
Z104478552,0.7649415135383606,0.895404040813446,3.442479133605957,3.7478156089782715,3.1371426582336426,0.08125894516706467,0.059821899980306625,0.102695994079113,O=C(O)CC=1C(Cl)=CC=CC1Cl
Z104479728,0.7686024904251099,0.8416094183921814,1.9554389715194702,1.9550182819366455,1.955859661102295,0.22553521394729614,0.1419011950492859,0.3091692328453064,CCC=1C=CC(O)=CC1
Z104479892,0.7479144930839539,0.9457603693008423,2.8222601413726807,2.4085278511047363,3.235992431640625,0.07715782523155212,0.05259713530540466,0.10171851515769958,O=C(O)CCC1CCCCC1
Z104480244,0.7790949940681458,0.8832436800003052,2.2126927375793457,2.1288156509399414,2.29656982421875,0.17016220092773438,0.08960792422294617,0.2507164776325226,CCOC=1C=CC=CC1O
Z104480436,0.8001574873924255,0.9140604734420776,1.8768242597579956,1.651520013809204,2.102128505706787,0.4648273289203644,0.4946647584438324,0.43498989939689636,C1=NC(=CS1)C2=NC=3C=CC=CC3N2
Z104482458,0.7618386149406433,0.9118669629096985,2.4977364540100098,3.150637149810791,1.8448357582092285,0.17279615998268127,0.07634708285331726,0.2692452371120453,CC=1ON=C(C1C(=O)O)C=2C=CC=CC2
Z104484428,0.7608519196510315,0.9334843754768372,2.277219295501709,2.3082990646362305,2.2461392879486084,0.25431105494499207,0.2027338594198227,0.30588826537132263,NC=1C=CC(Br)=CC1C(=O)O
Z104495626,0.7418586015701294,0.8413488864898682,3.5922250747680664,3.7516121864318848,3.432837963104248,0.10043354332447052,0.04443880915641785,0.1564282774925232,CC=1C=CC=CC1C(=O)O
Z104495736,0.7901965975761414,0.870633602142334,3.7927451133728027,4.579870223999023,3.005620002746582,0.18494266271591187,0.039556410163640976,0.33032891154289246,NC=1C=CC=CC1CO
Z104495974,0.7917752861976624,0.895409882068634,2.9057722091674805,3.49008846282959,2.321455955505371,0.11959163844585419,0.044477540999650955,0.19470573961734772,O=C1CCC=2C=CC=CC12
Z104498098,0.7540375590324402,0.8377549648284912,3.1819345951080322,3.633471965789795,2.7303972244262695,0.3680536448955536,0.37529221177101135,0.3608150780200958,O=C(O)C=1C=CC(O)=CC1
Z104501152,0.7800304293632507,0.8397850394248962,3.139371395111084,3.1774063110351562,3.1013364791870117,0.1384078711271286,0.024351319298148155,0.2524644136428833,CC1=CC(C)=NC(N)=N1
Z104502228,0.7295347452163696,0.8149545788764954,3.217921257019043,3.7222180366516113,2.7136247158050537,0.2188657522201538,0.11360421776771545,0.32412728667259216,NC(=O)C=1C=CC(O)=CC1
Z104503564,0.7587240934371948,0.877499520778656,2.8441898822784424,3.2520856857299805,2.4362940788269043,0.217783123254776,0.12905266880989075,0.30651357769966125,O=C(O)C=1C=CC(O)=C(Cl)C1
Z104507276,0.7904667854309082,0.8881579637527466,2.6341452598571777,3.0909934043884277,2.1772968769073486,0.1965789794921875,0.06573779881000519,0.327420175075531,COC=1C=CC=2NC=CC2C1
Z104511114,0.7667906284332275,0.8769577145576477,1.7800196409225464,1.624456524848938,1.9355827569961548,0.2758040726184845,0.2643106281757355,0.2872975170612335,CSC=1C=CC(N)=CC1
Z106939542,0.7922874689102173,0.9037289023399353,2.8701300621032715,3.1954593658447266,2.5448007583618164,0.36543750762939453,0.48968490958213806,0.2411901205778122,NC=1C=C(F)C=CC1C(=O)O
Z1079133092,0.7418321967124939,0.9072958827018738,2.61685848236084,2.311772346496582,2.9219443798065186,0.14546139538288116,0.06318708509206772,0.227735698223114,COC(=O)C1=CNC=2N=CC=CC12
Z1096153758,0.746142566204071,0.9000319242477417,2.5642974376678467,2.412917137145996,2.7156777381896973,0.3111531436443329,0.3184911906719208,0.303815096616745,COC=1C=CC=2NC(=CC2C1)C(=O)O
Z1104852895,0.7666477560997009,0.8669329285621643,3.1815507411956787,3.273289203643799,3.0898122787475586,0.2128615379333496,0.08153021335601807,0.34419286251068115,CC=1C=CC(O)=C(CO)N1
Z111456674,0.7923620343208313,0.9515863060951233,1.809325933456421,1.5768696069717407,2.0417823791503906,0.2237098217010498,0.13549138605594635,0.31192824244499207,O=C(O)C=1C=CC=CC1C(=O)C=2C=CC(F)=CC2
Z111833788,0.7680191397666931,0.8519723415374756,2.150198221206665,1.9060975313186646,2.394298791885376,0.3177034258842468,0.2926241159439087,0.34278273582458496,CC=1C=CC(N)=C(C1)C(=O)O
Z111834284,0.7761075496673584,0.9236240983009338,1.714946985244751,1.2915863990783691,2.138307571411133,0.29187488555908203,0.2232089340686798,0.36054083704948425,CC=1C=C(Br)C=2NC(=O)C(=O)C2C1
Z1118536235,0.7487275004386902,0.845310628414154,3.1623754501342773,3.412233829498291,2.9125170707702637,0.18889543414115906,0.13256867229938507,0.24522219598293304,O=C(O)C1=CC=C2NC=CC2=C1
Z1154245575,0.7800591588020325,0.9386566877365112,3.1728391647338867,3.2738399505615234,3.071838140487671,0.14610286056995392,0.04185769334435463,0.2503480315208435,C[C@@](O)(C(=O)O)C=1C=CC=CC1
Z1157728598,0.753868579864502,0.8794348835945129,1.8131673336029053,1.4029332399368286,2.2234015464782715,0.23552903532981873,0.17893265187740326,0.2921254336833954,N#CC=1C=CC(O)=CC1F
Z1160902020,0.7585570216178894,0.8928714990615845,2.846292495727539,2.9615416526794434,2.7310431003570557,0.1260012537240982,0.0601535364985466,0.1918489784002304,FC=1C=CC=2NC=CC2C1
Z1162450204,0.7894428372383118,0.9190475344657898,2.3904948234558105,2.802924156188965,1.9780656099319458,0.16928094625473022,0.10430958867073059,0.23425228893756866,N#CCC1=CNC=2C=CC(Cl)=CC12
Z118530082,0.7557774186134338,0.8624861836433411,4.060464382171631,3.9787492752075195,4.142179489135742,0.22771233320236206,0.13383249938488007,0.32159215211868286,NC(=O)C1=CC=CC(N)=C1
Z1192367241,0.7446795105934143,0.8283858895301819,1.5126904249191284,0.7631681561470032,2.2622127532958984,0.2067926526069641,0.19740962982177734,0.21617569029331207,CC=1C=C(C)N=C(N)C1
Z1198147845,0.7853604555130005,0.8912063837051392,3.011824131011963,3.975757598876953,2.0478909015655518,0.23141786456108093,0.02814723737537861,0.4346884787082672,OC=1C=CC=2C=NNC2C1
Z1198154439,0.767117440700531,0.8921526670455933,2.330193042755127,3.001129150390625,1.6592566967010498,0.13415974378585815,0.04247637838125229,0.22584310173988342,O=C1CCC2=CC=CC=3CCN1C32
Z1198172211,0.7608048319816589,0.8975746035575867,2.9477181434631348,3.3189139366149902,2.5765221118927,0.20068439841270447,0.077855184674263,0.32351362705230713,O=C(O)C1=CC=2OC=CC2N1
Z1198175704,0.7565920352935791,0.8139550089836121,3.085965871810913,2.2634544372558594,3.908477306365967,0.1176496371626854,0.045416343957185745,0.18988293409347534,CC1=NN(C)C(C)=C1CCO
Z1198176426,0.7809085249900818,0.9115431904792786,2.2340729236602783,3.0498456954956055,1.4183002710342407,0.20285093784332275,0.15109746158123016,0.25460439920425415,CC1(C)CNCC2=CC=CC=C21
Z1198181962,0.7783933877944946,0.9175909161567688,2.7157630920410156,2.7340469360351562,2.697479248046875,0.20343130826950073,0.10029125213623047,0.306571364402771,CC1=CC=2C=CC=CC2NC1=O
Z1198233123,0.7705113291740417,0.8582176566123962,1.7077736854553223,1.637309193611145,1.77823805809021,0.19849340617656708,0.09139297157526016,0.3055938482284546,CC(=O)C1=CNC2=C(C)C=CC=C12
Z1198261676,0.800811231136322,0.8849644660949707,2.9667935371398926,2.9583468437194824,2.9752399921417236,0.11406724154949188,0.0038607618771493435,0.22427372634410858,CC=1N=CC(C)=C(N)N1
Z1198265898,0.7622091174125671,0.8367632031440735,1.9891976118087769,2.046940326690674,1.9314548969268799,0.19171014428138733,0.15246464312076569,0.23095563054084778,O=C(O)CC1=CC2=CC=CC=C2S1
Z119989536,0.7319445610046387,0.8530681133270264,2.5649993419647217,2.640929698944092,2.4890689849853516,0.13067001104354858,0.11401934921741486,0.1473206728696823,O=C(O)C1=CC2=C(Cl)C=CC=C2N1
Z119989626,0.7853447794914246,0.9153071045875549,2.560281753540039,3.2007293701171875,1.9198338985443115,0.36009126901626587,0.45451804995536804,0.2656644582748413,CC=1C=CC=C2NC(=CC12)C(=O)O
Z119989628,0.7253171801567078,0.8617120385169983,2.347684860229492,2.199643611907959,2.4957258701324463,0.21561390161514282,0.2236831933259964,0.20754460990428925,CC=1C=CC=2C=C(NC2C1)C(=O)O
Z119990438,0.804109513759613,0.9415991306304932,2.1373367309570312,2.8594918251037598,1.4151816368103027,0.19009342789649963,0.11042945086956024,0.2697574198246002,O=C(O)C1=CC2=CC=C(Cl)C=C2N1
Z1201618250,0.754407525062561,0.9303227066993713,1.87030029296875,1.5551449060440063,2.185455560684204,0.24728140234947205,0.29902002215385437,0.19554278254508972,O=C(O)C1=COC=2CCCC(=O)C12
Z1201619441,0.794289767742157,0.9273019433021545,2.2052085399627686,1.922856092453003,2.487560987472534,0.12545275688171387,0.037997353821992874,0.21290816366672516,CCOC(=O)C=1C(C)=NNC1C
Z1201620461,0.7406050562858582,0.8265859484672546,3.069378137588501,3.146394729614258,2.992361545562744,0.19130927324295044,0.07946348190307617,0.3031550645828247,CC=1C(O)=CC=CC1C(=O)O
Z1201620809,0.7741872072219849,0.9073922634124756,1.716254711151123,1.3504706621170044,2.082038640975952,0.17069175839424133,0.1242578998208046,0.21712560951709747,FC=1C=C(F)C=2NC=CC2C1
Z1201621962,0.7495788931846619,0.897865355014801,2.3154468536376953,2.5366621017456055,2.094231605529785,0.22277584671974182,0.19193501770496368,0.25361669063568115,O=C(O)C=1C=CC(=NC1)C=2C=CC=CC2
Z1203162033,0.7428469061851501,0.8825574517250061,2.667715072631836,2.888026237487793,2.4474036693573,0.435329794883728,0.573091447353363,0.2975681722164154,COC=1C=C(C=CC1O)CC(=O)O
Z1203162319,0.7956286668777466,0.9185975790023804,2.743445873260498,3.1504359245300293,2.336455821990967,0.47765442728996277,0.5582736134529114,0.39703524112701416,OC=1C=CC=2NC=CC2C1
Z1203162487,0.7808222770690918,0.8766781687736511,3.064077377319336,3.333540916442871,2.794613838195801,0.2799493968486786,0.22413323819637299,0.3357655704021454,NC=1N=CC=C2C=CC=CC12
Z1203734446,0.7342193126678467,0.8086965084075928,2.3327157497406006,2.183854579925537,2.481576919555664,0.16433292627334595,0.06871821731328964,0.25994762778282166,CN1C=CC=2C=CNC2C1=O
Z1203748449,0.7440637946128845,0.8091475367546082,2.046969413757324,1.410298466682434,2.683640480041504,0.28754085302352905,0.29567191004753113,0.27940982580184937,NS(=O)(=O)C1=NC=CN1
Z1251357721,0.781790554523468,0.8741826415061951,3.003291368484497,3.097860813140869,2.908721923828125,0.10066790878772736,0.046042948961257935,0.15529286861419678,OCC1=CC=2C(Cl)=CC=CC2N1
Z1255374820,0.7614240646362305,0.9014691114425659,1.8942763805389404,1.6121708154678345,2.176382064819336,0.1447451114654541,0.15530188381671906,0.13418835401535034,CC1=NOC(C)=C1C=2C=CC=CC2
Z1255431342,0.7637807726860046,0.9138239622116089,1.6322243213653564,1.817585825920105,1.4468626976013184,0.38819560408592224,0.4164823591709137,0.3599088490009308,CSC=1C=CC(O)=C(C1)C(=O)O
Z1255448123,0.750948429107666,0.8599892854690552,2.0196030139923096,1.732716679573059,2.3064892292022705,0.368341326713562,0.32776695489883423,0.4089156687259674,CC=1NC=2C=CC=CC2C(=O)C1O
Z1259162108,0.7763680815696716,0.7868512868881226,3.0372729301452637,3.079834461212158,2.994711399078369,0.2999288737773895,0.22589458525180817,0.3739631474018097,NC=1C=CC=C2NC=NC12
Z1269159102,0.7593328356742859,0.8910422921180725,2.8483543395996094,3.0201058387756348,2.676602840423584,0.08890369534492493,0.08072095364332199,0.09708644449710846,O=C(O)CC=1C=C(Cl)C=C(Cl)C1
Z1269175847,0.7102174758911133,0.8430138826370239,2.2692413330078125,2.237093448638916,2.30138897895813,0.20864030718803406,0.1132817268371582,0.3039988875389099,O=C1CNC=2C=C(Br)C=CC2N1
Z1269191577,0.7604022026062012,0.8709924221038818,2.3256702423095703,2.3067803382873535,2.344560146331787,0.12486520409584045,0.06498389691114426,0.18474651873111725,BrC=1C=CC(=CC1)C2=CNC=N2
Z1378432729,0.7830463647842407,0.9466118216514587,2.149383068084717,1.9198371171951294,2.3789291381835938,0.14654743671417236,0.06497228890657425,0.22812259197235107,NS(=O)(=O)C1=CC2=CC=CC=C2O1
Z147641710,0.7693493962287903,0.9312567710876465,1.5338159799575806,1.596745252609253,1.4708867073059082,0.19307349622249603,0.11465785652399063,0.27148914337158203,O=C1CNC=2C=CC(=CC2N1)C(F)(F)F
Z147642456,0.7576724290847778,0.9140506386756897,1.717768907546997,1.4286469221115112,2.0068907737731934,0.35993966460227966,0.4040262997150421,0.3158530294895172,CC=1C=CC(O)=C(C1)C(=O)O
Z147646794,0.7460616827011108,0.8999817371368408,3.1040000915527344,3.3987526893615723,2.8092474937438965,0.16752606630325317,0.0599764809012413,0.27507564425468445,OC=1C(F)=CC=CC1F
Z1508918230,0.7359070181846619,0.8688108921051025,2.377467632293701,2.1561598777770996,2.5987751483917236,0.19024857878684998,0.18974250555038452,0.19075466692447662,O=C(O)C1=CC=2C=C(Cl)SC2N1
Z1508957209,0.7727253437042236,0.8984327912330627,2.0632383823394775,2.2228918075561523,1.9035850763320923,0.32008659839630127,0.29536598920822144,0.3448072075843811,O=C(O)C=1C=CC=2NC(=O)CSC2C1
Z1509140701,0.7505888342857361,0.8634354472160339,2.05948805809021,2.478248119354248,1.6407279968261719,0.13937149941921234,0.04250934347510338,0.236233651638031,C1=CC=2C(=CC=CC2N1)N3CCNCC3
Z1509140850,0.710690975189209,0.7302168607711792,2.447603702545166,2.7455248832702637,2.1496825218200684,0.14702366292476654,0.11407401412725449,0.1799733191728592,COC=1C=CC=2NC=C(CN(C)C)C2C1
Z169855336,0.7413327097892761,0.8542855978012085,2.8231565952301025,2.6272292137145996,3.0190839767456055,0.26653969287872314,0.42373839020729065,0.10934101790189743,CC=1C=CC(=CC1)CCC(=O)O
Z178961272,0.7481952905654907,0.8470448851585388,2.4102911949157715,1.8923377990722656,2.9282445907592773,0.08539000153541565,0.0414942167699337,0.1292857825756073,O=C(O)CCC=1C=CC(Cl)=CC1
Z19674820,0.7785869240760803,0.8695859313011169,2.1304078102111816,2.367809295654297,1.8930062055587769,0.3004496991634369,0.22631199657917023,0.37458738684654236,COC(=O)C=1C=CC(O)=CC1
Z199451530,0.7766669392585754,0.918491005897522,2.484602451324463,2.880891799926758,2.088313102722168,0.14858251810073853,0.18976077437400818,0.10740426182746887,NCC1(CCCC1)C=2C=CC=CC2
Z199537270,0.7131178975105286,0.8734369277954102,0.7002310156822205,0.9175490736961365,0.48291298747062683,0.18614348769187927,0.15241040289402008,0.21987657248973846,CC1(CCCC1)C(=O)O
Z203045032,0.7656813859939575,0.7934011220932007,2.7793941497802734,2.3880362510681152,3.1707522869110107,0.1529959738254547,0.03891430050134659,0.26707765460014343,CC=1C=CN=C(N)C1
Z203881854,0.774657666683197,0.9124466776847839,3.8954339027404785,4.05721378326416,3.733654260635376,0.0864250436425209,0.05125510320067406,0.12159498035907745,CC=1C=CC(F)=CC1C(=O)O
Z218760918,0.7365495562553406,0.8421744108200073,1.367687463760376,1.279517650604248,1.455857276916504,0.4957367777824402,0.6040375828742981,0.38743600249290466,NC1=NOC=2C=CC=CC12
Z220335556,0.7765586972236633,0.8747281432151794,2.6491215229034424,2.8416829109191895,2.4565601348876953,0.23272114992141724,0.1391276866197586,0.3263145983219147,C1=NOC=2C=CC=CC12
Z227832752,0.7946798205375671,0.9406489133834839,1.898581862449646,2.435492992401123,1.361670732498169,0.2033890187740326,0.054755520075559616,0.35202252864837646,O=C(O)C=1SC=CC1N2C=CC=C2
Z228584328,0.7547688484191895,0.9134953022003174,1.6068272590637207,1.8431462049484253,1.3705081939697266,0.12242808938026428,0.10130151361227036,0.1435546576976776,O=C(O)CCC1=NC2=CC(Cl)=CC=C2S1
Z228589126,0.707403838634491,0.8369381427764893,2.1057591438293457,1.5831868648529053,2.628331184387207,0.19243142008781433,0.1346527338027954,0.25021010637283325,O=C(O)CNC(=O)NC1CCCCC1
Z234895085,0.7654301524162292,0.867385983467102,1.9386374950408936,1.7890443801879883,2.088230609893799,0.3406878411769867,0.28496214747428894,0.39641353487968445,NC=1C=NC=2C=CC=CC2C1
Z234897299,0.7998028993606567,0.8980636596679688,2.084866523742676,2.248988628387451,1.9207446575164795,0.14482638239860535,0.06316868215799332,0.22648407518863678,CC(=O)C1=CNC=2C=C(F)C=CC12
Z235000792,0.7395429015159607,0.8273516297340393,1.6295099258422852,1.70729660987854,1.5517232418060303,0.18838897347450256,0.12365398555994034,0.2531239688396454,O=C(O)C1=CC=2C=CSC2N1
Z235348069,0.810236394405365,0.8960863947868347,3.0433363914489746,3.3386754989624023,2.747997283935547,0.3620173931121826,0.30303892493247986,0.420995831489563,NC=1C=CC=C2C=NNC12
Z235348085,0.7784133553504944,0.9152815341949463,3.25662899017334,3.487581253051758,3.025676727294922,0.13100938498973846,0.08717960864305496,0.17483916878700256,O=C(O)C1=CC2=CC(F)=CC=C2N1
Z235352033,0.7567588090896606,0.8946317434310913,2.637146472930908,2.6524362564086914,2.621856689453125,0.2524310350418091,0.28700169920921326,0.21786034107208252,CC=1C=CC=2NC(=CC2C1)C(=O)O
Z239125320,0.7406162023544312,0.8765000700950623,2.5645623207092285,2.762153148651123,2.366971731185913,0.24088022112846375,0.15660040080547333,0.32516005635261536,NC(=O)C=1C=C(Cl)C=CC1N
Z239129930,0.7293895483016968,0.877769410610199,2.3467679023742676,2.3958563804626465,2.2976791858673096,0.27975863218307495,0.21228481829166412,0.3472324311733246,O=C(O)CNC(=O)C=1C=CC=C(O)C1
Z255114686,0.7760941386222839,0.8959031701087952,2.730520725250244,2.778106212615967,2.6829354763031006,0.2512790560722351,0.13836878538131714,0.36418935656547546,NC=1C=CC=2N=CC=CC2C1
Z256708526,0.7391437888145447,0.9211395382881165,1.1170427799224854,0.37785422801971436,1.856231451034546,0.4793587923049927,0.6561124920845032,0.3026050925254822,O=C1NS(=O)(=O)C2=CC=CC=C12
Z271005928,0.7999343872070312,0.9070397615432739,1.9393830299377441,2.265726089477539,1.6130399703979492,0.17063525319099426,0.18385113775730133,0.1574193835258484,NCCCN1CCC=2C=CC=CC2C1
Z271099378,0.7605747580528259,0.9139494299888611,3.0733041763305664,3.360933780670166,2.7856743335723877,0.20890653133392334,0.08557964861392975,0.3322334289550781,C1=CC=2C=CC=NC2N1
Z276614452,0.7570655941963196,0.8662911653518677,2.125060558319092,1.8074965476989746,2.442624807357788,0.2842128276824951,0.1435750424861908,0.4248506426811218,C1=NNC=2C=CC=CC12
Z28269747,0.7541119456291199,0.8878671526908875,1.869612455368042,1.221594214439392,2.5176305770874023,0.4446870982646942,0.7145987749099731,0.17477542161941528,CC(=O)N1CCN(CC1)C=2C=CC(O)=CC2
Z285141528,0.6949712038040161,0.7473067045211792,1.4444456100463867,1.3440064191818237,1.5448848009109497,0.1347547322511673,0.12363690882921219,0.145872563123703,CS(=O)(=O)NCC1CCNCC1
Z285150320,0.7399083971977234,0.858323872089386,2.973569393157959,2.95684814453125,2.990290880203247,0.13080672919750214,0.09168866276741028,0.169924795627594,O=C(O)C1=CC=C2OCCC2=C1
Z300095616,0.7437558770179749,0.9224133491516113,1.1092708110809326,0.4640851318836212,1.7544565200805664,0.09154898673295975,0.006420585326850414,0.1766773909330368,NS(=O)(=O)N1CCCCC1
Z316118634,0.7740611433982849,0.9501920938491821,2.5577664375305176,2.75042724609375,2.365105628967285,0.2089352011680603,0.19139687716960907,0.22647351026535034,O=C(O)C=1C=CC=C2OCCOC12
Z316258722,0.7260789275169373,0.8882165551185608,1.9875528812408447,1.5035287141799927,2.4715771675109863,0.1284770518541336,0.15462473034858704,0.10232936590909958,O=C(O)COC1CCCCC1
Z316258762,0.7059933543205261,0.865352213382721,1.3940519094467163,1.3286052942276,1.4594985246658325,0.15884442627429962,0.2180769294500351,0.09961191564798355,O=C(O)COC1CCCC1
Z317037960,0.7574348449707031,0.9000119566917419,2.3057234287261963,2.345470428466797,2.2659764289855957,0.19789358973503113,0.2292541116476059,0.16653306782245636,CC=1C=CC=CC1CCC(=O)O
Z317038012,0.7521874308586121,0.8900633454322815,2.3145346641540527,2.0009374618530273,2.628131866455078,0.3706885874271393,0.42512813210487366,0.3162490427494049,O=C(O)CCC=1C=CC(O)=CC1
Z31721188,0.7324882745742798,0.83163982629776,1.408653974533081,1.443057894706726,1.374250054359436,0.17039813101291656,0.15250533819198608,0.18829092383384705,O=C(C=1C=CC=C(O)C1)N2CCOCC2
Z31725206,0.7630392909049988,0.8829267621040344,2.0452136993408203,1.518164038658142,2.572263240814209,0.08894148468971252,0.0925775021314621,0.08530546724796295,O=C(NCCO)C=1C=CC(Cl)=CC1
Z317268638,0.7699981927871704,0.953896701335907,1.6548686027526855,1.852607011795044,1.4571300745010376,0.11067312210798264,0.07036538422107697,0.1509808599948883,C1CCN(CC1)C2CCNCC2
Z330799458,0.7714911699295044,0.9195071458816528,2.719489574432373,3.04848051071167,2.390498399734497,0.23436760902404785,0.1412009596824646,0.3275342583656311,CN(C)C=1C=CC(=CN1)C(=O)O
Z335244742,0.7897369861602783,0.9161574840545654,2.0239062309265137,2.342388153076172,1.7054243087768555,0.12719182670116425,0.026267457753419876,0.2281161993741989,OCC=1C=CC(Br)=CC1
